PMID,Publication_Title
36765921,Prediction of the Malignancy of a Breast Lesion Detected on Breast Ultrasound: Radiomics Applied to Clinical Practice.
36765912,Changes in Expression of Tumor Suppressor Gene RKIP Impact How Cancers Interact with Their Complex Environment.
36765902,Genomic Prostate Score: A New Tool to Assess Prognosis and Optimize Radiation Therapy Volumes and ADT in Intermediate-Risk Prostate Cancer.
36765900,Computational Pathology for Breast Cancer and Gynecologic Cancer.
36765888,"2,2-Diphenethyl Isothiocyanate Enhances Topoisomerase Inhibitor-Induced Cell Death and Suppresses Multi-Drug Resistance 1 in Breast Cancer Cells."
36765887,Traffic-Related Air Pollution and Breast Cancer Risk: A Systematic Review and Meta-Analysis of Observational Studies.
36765876,Impact of Surgical Care Bundle on Surgical Site Infection after Non-Reconstructive Breast Cancer Surgery: A Single-Centre Retrospective Comparative Cohort Study.
36765870,Tumour Growth Models of Breast Cancer for Evaluating Early Detection-A Summary and a Simulation Study.
36765866,PET/CT with Fibroblast Activation Protein Inhibitors in Breast Cancer: Diagnostic and Theranostic Application-A Literature Review.
36765860,"The Rochester Modified Magee Algorithm (RoMMa): An Outcomes Based Strategy for Clinical Risk-Assessment and Risk-Stratification in ER Positive, HER2 Negative Breast Cancer Patients Being Considered for Oncotype DX  Testing."
36765853,Exosome-Transmitted tRF-16-K8J7K1B Promotes Tamoxifen Resistance by Reducing Drug-Induced Cell Apoptosis in Breast Cancer.
36765851,Response to Ovarian Stimulation for Urgent Fertility Preservation before Gonadotoxic Treatment in BRCA-Pathogenic-Variant-Positive Breast Cancer Patients.
36765843,Elevation of Cytoplasmic Calcium Suppresses Microtentacle Formation and Function in Breast Tumor Cells.
36765839,Hyperparameter Optimizer with Deep Learning-Based Decision-Support Systems for Histopathological Breast Cancer Diagnosis.
36765831,Facilitating Factors and Barriers in the Return to Work of Working Women Survivors of Breast Cancer: A Qualitative Study.
36765796,Deep Learning with Transformer or Convolutional Neural Network in the Assessment of Tumor-Infiltrating Lymphocytes (TILs) in Breast Cancer Based on US Images: A Dual-Center Retrospective Study.
36765786,Factors Influencing Residual Glandular Breast Tissue after Risk-Reducing Mastectomy in Genetically Predisposed Individuals Detected by MRI Mammography.
36765782,"MicroRNAs with Multiple Targets of Immune Checkpoints, as a Potential Sensitizer for Immune Checkpoint Inhibitors in Breast Cancer Treatment."
36765778,The Omega-3 Docosahexaenoyl Ethanolamide Reduces CCL5 Secretion in Triple Negative Breast Cancer Cells Affecting Tumor Progression and Macrophage Recruitment.
36765776,Implementing HRD Testing in Routine Clinical Practice on Patients with Primary High-Grade Advanced Ovarian Cancer.
36765765,"The Evolution of Ki-67 and Breast Carcinoma: Past Observations, Present Directions, and Future Considerations."
36765724,Tumor Infiltrating Lymphocytes across Breast Cancer Subtypes: Current Issues for Biomarker Assessment.
36765720,HER2 and BARD1 Polymorphisms in Early HER2-Positive Breast Cancer Patients: Relationship with Response to Neoadjuvant Anti-HER2 Treatment.
36765717,Potent Inhibition of Macropinocytosis by Niclosamide in Cancer Cells: A Novel Mechanism for the Anticancer Efficacy for the Antihelminthic.
36765715,"Innate Immune Program in Formation of Tumor-Initiating Cells from Cells-of-Origin of Breast, Prostate, and Ovarian Cancers."
36765709,CANTO-RT: One of the Largest Prospective Multicenter Cohort of Early Breast Cancer Patients Treated with Radiotherapy including Full DICOM RT Data.
36765699,Combined Hyperthermia and Re-Irradiation in Non-Breast Cancer Patients: A Systematic Review.
36765690,Sialyl LewisX/A and Cytokeratin Crosstalk in Triple Negative Breast Cancer.
36765683,Cancer-Associated Adipocytes and Breast Cancer: Intertwining in the Tumor Microenvironment and Challenges for Cancer Therapy.
36765667,A Suggested Modification to FIGO Stage IV Epithelial Ovarian Cancer.
36765666,Long-Term Non-Cancer Risks in People with BRCA Mutations following Risk-Reducing Bilateral Salpingo-Oophorectomy and the Role of Hormone Replacement Therapy: A Review.
36765654,Insights of Platinum Drug Interaction with Spinel Magnetic Nanocomposites for Targeted Anti-Cancer Effect.
36765651,Quantitative Assessment of Treatment Response in Metastatic Breast Cancer Patients by SPECT-CT Bone Imaging-Getting Closer to PET-CT.
36765650,Use of Nonsteroidal Anti-Inflammatory Drugs and Risk of Breast Cancer: Evidence from a General Female Population and a Mammographic Screening Cohort in Sweden.
36765648,Safety and Feasibility of Radiation Therapy Combined with CDK 4/6 Inhibitors in the Management of Advanced Breast Cancer.
36765642,Breast Cancer Prediction Using Fine Needle Aspiration Features and Upsampling with Supervised Machine Learning.
36765634,Peripubertal Nutritional Prevention of Cancer-Associated Gene Expression and Phenotypes.
36765631,Plasma Cytokines/Chemokines as Predictive Biomarkers for Lymphedema in Breast Cancer Patients.
36765604,Novel Non-Cyclooxygenase Inhibitory Derivative of Sulindac Inhibits Breast Cancer Cell Growth In Vitro and Reduces Mammary Tumorigenesis in Rats.
36765602,An Optimized Single Nucleotide Polymorphism-Based Detection Method Suggests That Allelic Variants in the 3' Untranslated Region of RRAS2 Correlate with Treatment Response in Chronic Lymphocytic Leukemia Patients.
36765598,The Relationship between Cancer and Dementia: An Updated Review.
36765592,Applying Explainable Machine Learning Models for Detection of Breast Cancer Lymph Node Metastasis in Patients Eligible for Neoadjuvant Treatment.
36765571,Salvage Perioperative Interstitial High-Dose-Rate Interventional Radiotherapy (Brachytherapy) for Local Recurrences of the Chest Wall Following Mastectomy and Previous External Irradiation.
36765561,Barriers to Breast Cancer-Screening Adherence in Vulnerable Populations.
36765559,Prognostic Implications of the Residual Tumor Microenvironment after Neoadjuvant Chemotherapy in Triple-Negative Breast Cancer Patients without Pathological Complete Response.
36765550,"Breast Cancer Survivors and Healthy Women: Could Gut Microbiota Make a Difference?-""BiotaCancerSurvivors"": A Case-Control Study."
36765538,Intraoperative Evaluation of Soft Tissue Sarcoma Surgical Margins with Indocyanine Green Fluorescence Imaging.
36765535,The Influence of the Normal Mammary Microenvironment on Breast Cancer Cells.
36765529,Doxycycline-Induced Changes in Circulating MMP or TIMP2 Levels Are Not Associated with Skeletal-Related Event-Free or Overall Survival in Patients with Bone Metastases from Breast Cancer.
36765527,Multi-Parameter Analysis of Disseminated Tumor Cells (DTCs) in Early Breast Cancer Patients with Hormone-Receptor-Positive Tumors.
36765523,Standardising Breast Radiotherapy Structure Naming Conventions: A Machine Learning Approach.
36765522,Immunotherapy: Review of the Existing Evidence and Challenges in Breast Cancer.
36765432,The Michigan Genetic Hereditary Testing (MiGHT) study's innovative approaches to promote uptake of clinical genetic testing among cancer patients: a study protocol for a 3-arm randomized controlled trial.
36765430,Cellular senescence in the response of HR+ breast cancer to radiotherapy and CDK4/6 inhibitors.
36765409,"The various role of microRNAs in breast cancer angiogenesis, with a special focus on novel miRNA-based delivery strategies."
36765408,Risks of second non-breast primaries following breast cancer in women: a systematic review and meta-analysis.
36765397,METTL3 depletion contributes to tumour progression and drug resistance via N6 methyladenosine-dependent mechanism in HR+HER2-breast cancer.
36765355,A large single-center prospective study to investigate the factors influencing the choice of breast-conserving surgery versus mastectomy in Chinese women with early breast cancer.
36765293,Efficacy of subsequent treatments in patients with hormone-positive advanced breast cancer who had disease progression under CDK 4/6 inhibitor therapy.
36765275,GDNF-RET signaling and EGR1 form a positive feedback loop that promotes tamoxifen resistance via cyclin D1.
36765265,Multi-responsive chitosan-based hydrogels for controlled release of vincristine.
36765262,Integrative competing endogenous RNA network analyses identify novel lncRNA and genes implicated in metastatic breast cancer.
36765174,Tumour-educated platelets for breast cancer detection: biological and technical insights.
36765172,Tamoxifen evolution.
36765154,Prevalence and trends of perioperative major adverse cardiovascular and cerebrovascular events during cancer surgeries.
36765007,ASO Author Reflections: How Can We Eliminate Breast Surgery in Patients Who Achieved Clinical Complete Response After Neoadjuvant Chemotherapy?
36764934,Invited Discussion on: Palpable Nodules after Autologous Fat Grafting in Breast Cancer Patients: Incidence and Impact on Follow-up.
36764880,Clinical utility of axillary nodal markers in breast cancer.
36764879,Clinical Outcomes of Conservative Treatment for Low-Risk Ductal Carcinoma in Situ: A Systematic Review and Pooled Analysis.
36764877,The Association Between Survival and Receipt of Post-mastectomy Radiotherapy According to Age at Diagnosis Among Women With Early Invasive Breast Cancer: A Population-Based Cohort Study.
36764873,Circ_0108942 Regulates the Progression of Breast Cancer by Regulating the MiR-1178-3p/TMED3 Axis.
36764772,A universal and sensitive gene mutation detection method based on CRISPR-Cas12a.
36764734,Right breast ulceration and dystrophic calcification as a late sequela following postmastectomy radiotherapy.
36764493,M6A-mediated upregulation of FZD10 regulates liver cancer stem cells properties and lenvatinib resistance through WNT/beta-catenin and Hippo signaling pathways.
36764447,Contemporary Treatment Outcome of Metastases to the Pituitary Gland.
36764414,Development of Thiol-Maleimide hydrogels incorporating graphene-based nanomaterials for cancer chemo-photothermal therapy.
36764231,"Imidazo[1,2-a]quinazolines as novel, potent EGFR-TK inhibitors: Design, synthesis, bioactivity evaluation, and in silico studies."
36764134,Comparison of tumor-derived total RNA and cell lysate on antitumor immune activity.
36764127,Graphene-based 3D-Printed nanocomposite bioelectronics for monitoring breast cancer cell adhesion.
36764122,Discovery of unglycosylated indolocarbazoles as ROCK2 isoform-selective inhibitors for the treatment of breast cancer metastasis.
36764093,Targeting HER3 for cancer treatment: a new horizon for an old target.
36764040,Pre-operative Radiotherapy And Deep Inferior Epigastric Artery Perforator (DIEP) flAp study (PRADA): Aesthetic outcome and patient satisfaction at one year.
36764019,The influence of axillary surgery and radiotherapeutic strategy on the risk of lymphedema and upper extremity dysfunction in early breast cancer patients.
36763623,Attitude sustains longer than subjective norm and perceived behavioral control: Results of breast cancer screening educational intervention.
36763611,Exploring the Roles of Patient Advocates in Integrative Oncology.
36763585,Neoadjuvant chemotherapy modulates exhaustion of T cells in breast cancer patients.
36763552,[Expression of estrogen and progesterone receptors in vestibular schwannomas].
36763359,Effect of Fractional Carbon Dioxide vs Sham Laser on Sexual Function in Survivors of Breast Cancer Receiving Aromatase Inhibitors for Genitourinary Syndrome of Menopause: The LIGHT Randomized Clinical Trial.
36763315,Clinical utility of abbreviated breast MRI based on diffusion tensor imaging in patients underwent breast conservative therapy.
36763205,Correction: PARP targeted Auger emitter therapy with [125I]PARPi-01 for triple-negative breast cancer.
36763193,Evaluation of optimal monoenergetic images acquired by dual-energy CT in the diagnosis of T staging of thoracic esophageal cancer.
36763188,Effect of acupuncture in myelosuppression and quality of life in women with breast cancer undergoing chemotherapy: a randomized clinical study.
36763142,Chromosomal radiosensitivity of human breast carcinoma cells and blood lymphocytes following photon and proton exposures.
36763051,Characterization of Oxygen Nanobubbles and In Vitro Evaluation of Retinal Cells in Hypoxia.
36763035,Potential Antihuman Epidermal Growth Factor Receptor 2 Target Therapy Beneficiaries: The Role of MRI-Based Radiomics in Distinguishing Human Epidermal Growth Factor Receptor 2-Low Status of Breast Cancer.
36762843,Re: Clinicopathological Features and Outcomes Comparing Patients With Invasive Ductal and Lobular Breast Cancer.
36762832,Toxicity Risk Score and Clinical Decline After Adjuvant Chemotherapy in Older Breast Cancer Survivors.
36762811,Breast Cancer to Meningioma: A Rare Case of Tumor-to-Tumor Metastasis.
36762803,Molecular Biology of Brain Metastases.
36762785,"Biomarkers That Predict an Unclear Benefit From Adjuvant Trastuzumab, Pertuzumab and Pembrolizumab When Those Same Drugs Were Given Neoadjuvantly."
36762784,Canine as a Comparative and Translational Model for Human Mammary Tumor.
36762783,Aspirin Use Is Associated With Improved Outcomes in Inflammatory Breast Cancer Patients.
36762782,"Treatment of Breast Cancer-Related Lymphedema With Topical Tacrolimus: A Prospective, Open-Label, Single-Arm, Phase II Pilot Trial."
36762781,AKR1C2 Promotes Metastasis and Regulates the Molecular Features of Luminal Androgen Receptor Subtype in Triple Negative Breast Cancer Cells.
36762686,"New tamoxifen analogs for breast cancer therapy: synthesis, aromatase inhibition and in silico studies."
36762663,The effect of immediate lymphatic reconstruction on the post-operative drain output after axillary lymph node dissection for breast cancer: A retrospective comparative study.
36762576,"Challenging breast cancer through novel sulfonamide-pyridine hybrids: design, synthesis, carbonic anhydrase IX inhibition and induction of apoptosis."
36762555,Retraction: MiR-942 regulates the function of breast cancer cell by targeting FOXA2.
36762554,"Cyclopropenone, Cyclopropeniminium Ion, and Cyclopropenethione as Novel Electrophilic Warheads for Potential Target Discovery of Triple-Negative Breast Cancer."
36762500,"Sq-2, a biotinylated annonaceous acetogenin, induces apoptosis, autophagy and S-phase arrest by activating the MAPK pathway in breast cancer cells."
36762416,Ribociclib-induced hepatotoxicity.
36762395,Overcoming barriers: Modelling the effect of potential future changes of organized breast cancer screening in Italy.
36762368,Prenatal Origins of Endometriosis Pathology and Pain: Reviewing the Evidence of a Role for Low Testosterone.
36762329,HER2/positive and HER2/low in inflammatory breast cancer recurrence.
36761974,Editorial: Rising stars in molecular and cellular oncology 2022.
36761973,More recent insights into the breast cancer burden across BRICS-Plus: Health consequences in key nations with emerging economies using the global burden of disease study 2019.
36761969,Designing home-based physical activity programs for rural cancer survivors: A survey of technology access and preferences.
36761968,Molecular subtypes predict the preferential site of distant metastasis in advanced breast cancer: a nationwide retrospective study.
36761956,Relationship between polymorphisms in homologous recombination repair genes RAD51 G172T XRCC2 & XRCC3 and risk of breast cancer: A meta-analysis.
36761942,Emerging functions of C/EBPbeta in breast cancer.
36761762,Human antibodies targeting ENPP1 as candidate therapeutics for cancers.
36761757,Bright future or blind alley? CAR-T cell therapy for solid tumors.
36761753,Identification and validation of a novel senescence-related biomarker for thyroid cancer to predict the prognosis and immunotherapy.
36761696,An Magnetic-Targeting Nano-Diagnosis and Treatment Platform for TNBC.
36761482,Diagnostic accuracy of contrast-enhanced ultrasound synchronized with shear wave elastography in the differential diagnosis of benign and malignant breast lesions: a diagnostic test.
36761429,Breast metastasis from endometrial clear cell carcinoma: A case report and review of the literature.
36761428,LAG-3+ tumor-infiltrating lymphocytes ameliorates overall survival in triple-negative breast cancer patients.
36761415,Real-life analysis of neoadjuvant-therapy-associated benefits for pathological complete response and survival in early breast cancer patients - role of trastuzumab in HER2+ BC and platinum in TNBC.
36761387,Real-world effect of bevacizumab and eribulin on metastatic breast cancer using a propensity score matching analysis.
36761385,Circulating cervical cancer biomarkers potentially useful in medical attention (Review).
36761373,Axillary chest wall solid-papillary carcinoma: A case report on presentation and management.
36761298,Evaluation of probe-based ultra-sensitive detection of miRNA using a single-molecule fluorescence imaging method: miR-126 used as the model.
36761256,Periodic-net: an end-to-end data driven framework for diffuse optical imaging of breast cancer from noisy boundary data.
36761036,E pluribus unum: prospective acceptability benchmarking from the Contouring Collaborative for Consensus in Radiation Oncology crowdsourced initiative for multiobserver segmentation.
36760835,Ensemble Learning-Based Hybrid Segmentation of Mammographic Images for Breast Cancer Risk Prediction Using Fuzzy C-Means and CNN Model.
36760569,Higher risk of cardiovascular mortality than cancer mortality among long-term cancer survivors.
36760387,Hypermethylated WASF2: tumor suppressive role in head and neck squamous cell carcinoma.
36760385,Clusterin is a biomarker of breast cancer prognosis and correlated with immune microenvironment.
36760370,Expression and clinical significance of undifferentiated embryonic cell transcription factor 1 in breast cancer.
36760343,Targeting Education as a Barrier to Implement Hypofractionation: Results of a Country-Wide Training Program.
36760296,Deep learning assisted holography microscopy for in-flow enumeration of tumor cells in blood.
36760255,The role of sacituzumab govitecan in hormone receptor-positive/human epidermal growth factor receptor 2-negative metastatic breast cancer.
36760254,Elevated ADAM-like Decysin-1 (ADAMDEC1) expression is associated with increased chemo-sensitivity and improved prognosis in breast cancer patients.
36760158,Vitiligo-like lesions associated with ribociclib in a woman with metastatic breast cancer.
36760039,What's the reality for CDK4/6 inhibitors: Clinical trials or real-world evidence?
36760031,Overall survival associated with CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer in the United States: A SEER-Medicare population-based study.
36760012,Self-assessment of a breast care nursing model within a Breast Unit: learning process and keys to improving breast care.
36760007,Prostate-Specific Antigen and Female Breast Cancer-Revisited.
36759991,[Five Cases of Breast Cancer Developed after Silicone Breast Implant].
36759982,[Challenges to International Collaborative Clinical Research and Approval Disparities].
36759846,Study on the correlation between B vitamins and breast cancer.
36759845,Evaluating the psychometric properties of the Persian version of the Healthy Lifestyle Instrument for Breast Cancer Survivors (HLI-BCS).
36759828,Inhibition of MMPs supports amoeboid angiogenesis hampering VEGF-targeted therapies via MLC and ERK 1/2 signaling.
36759799,Melatonin and 5-fluorouracil combination chemotherapy: opportunities and efficacy in cancer therapy.
36759786,Preparation of chitosan nanoparticle containing recombinant CD44v antigen and evaluation of its immunization capacity against breast cancer in BALB/c mice.
36759733,A reversible SRC-relayed COX2 inflammatory program drives resistance to BRAF and EGFR inhibition in BRAFV600E colorectal tumors.
36759723,The oncogenic roles and clinical implications of YAP/TAZ in breast cancer.
36759673,Oncolytic T-VEC virotherapy plus neoadjuvant chemotherapy in nonmetastatic triple-negative breast cancer: a phase 2 trial.
36759576,Correction to: A combination of novel NSC small molecule inhibitor along with doxorubicin inhibits proliferation of triple-negative breast cancer through metabolic reprogramming.
36759573,Correction: Proliferation-associated Brn-3b transcription factor can activate cyclin D1 expression in neuroblastoma and breast cancer cells.
36759550,Author Correction: Integrated approach for studying bioactive compounds from Cladosporium spp. against estrogen receptor alpha as breast cancer drug target.
36759501,Novel roles of RNA-binding proteins in drug resistance of breast cancer: from molecular biology to targeting therapeutics.
36759314,Breast reconstruction with combined large omentum and prosthesis after breast cancer surgery: A case report.
36759253,Rates of reoperation after breast conserving cancer surgery in Western Australia before and after publication of the SSO-ASTRO margins guideline.
36759216,[2022: New therapeutic practices in breast oncology].
36759122,An 80-Year-Old Woman With Dyspnea and a Lung Mass.
36759097,"Breast Cancer: Risk Assessment, Screening, and Primary Prevention."
36759039,Adenoid cystic carcinoma of the breast with late recurrence and high-grade transformation.
36758843,Prognosis-related metabolic genes in the development of colorectal cancer progress and perspective.
36758833,High-throughput method to analyze the cytotoxicity of CAR-T Cells in a 3D tumor spheroid model using image cytometry.
36758816,Mixed exposure to phthalates and organic UV filters affects Children's pubertal development in a gender-specific manner.
36758785,Ganoderma lucidum extract-mediated gasdermin E cleavage promotes tumor cell pyroptosis and inhibits metastasis in breast cancer.
36758771,Preparation of hyaluronic acid-loaded Harmine polymeric micelles and in vitro effect anti-breast cancer.
36758499,Homologous recombination deficiency prediction using low-pass whole genome sequencing in breast cancer.
36758448,Decision regret in breast cancer patients after adjuvant radiotherapy.
36758421,Impact of preoperative brachytherapy followed by radical hysterectomy in stage IB2 (FIGO 2018) cervical cancer: An analysis of SENTICOL I-II trials.
36758380,Analysis of radiomic features derived from post-contrast T1-weighted images and apparent diffusion coefficient (ADC) maps for breast lesion evaluation: A retrospective study.
36758326,Compatible-domain Transfer Learning for Breast Cancer Classification with Limited Annotated Data.
36758322,Adherence Disparities and Utilization Trends of Oncotype DX Assay: A National Cancer Database Study.
36758150,Integrated SERS-Vertical Flow Biosensor Enabling Multiplexed Quantitative Profiling of Serological Exosomal Proteins in Patients for Accurate Breast Cancer Subtyping.
36758146,Single-Cell Analysis of Unidirectional Migration of Glioblastoma Cells Using a Fiber-Based Scaffold.
36758048,Mitochondrial genome in sporadic breast cancer: A case control study and a proteomic analysis in a Sinhalese cohort from Sri Lanka.
36757991,In vitro evaluation of dioscin and protodioscin against ER-positive and triple-negative breast cancer.
36757913,pH-/Redox-Responsive Nanodroplet Combined with Ultrasound-Targeted Microbubble Destruction for the Targeted Treatment of Drug-Resistant Triple Negative Breast Cancer.
36757900,Counselling of path_BRCA carriers who are considering risk-reducing oophorectomy.
36757899,Differential Protein Citrullination in Human ER- and ER+ Tumor and Adjacent Healthy Breast Tissue.
36757813,Stabilization of E-cadherin adhesions by COX-2/GSK3beta signaling is a targetable pathway in metastatic breast cancer.
36757707,Assessment of Phase 3 Randomized Clinical Trials Including Patients With Leptomeningeal Disease: A Systematic Review.
36757500,High-multiplex tissue imaging in routine pathology-are we there yet?
36757498,Association of sexual attitudes with sexual dysfunction and sexual distress among Chinese breast cancer survivors: a cross-sectional study.
36757143,Hypoxia-induced YAP activation and focal adhesion turnover to promote cell migration in mesenchymal TNBC cells.
36757139,HER2-low status may predict poor neoadjuvant chemotherapy response in HR-negative breast cancer: a real-world multicenter study.
36757135,Homologous repair deficiency-associated genes in invasive breast cancer revealed by WGCNA co-expression network analysis and genetic perturbation similarity analysis.
36757106,Functionalized Fluorescent Nanostructures Generated from Self-Assembly of a Cationic Tripeptide Direct Cell-Selective Chemotherapeutic Drug Delivery.
36757050,SAMD9 Promotes Postoperative Recurrence of Esophageal Squamous Cell Carcinoma by Stimulating MYH9-Mediated GSK3beta/beta-Catenin Signaling.
36757015,The pan-cancer analysis of the oncogenic role of FAM72A as a BRCA prognostic biomarker and immunotherapeutic target.
36756934,3D bioprinting of dECM/Gel/QCS/nHAp hybrid scaffolds laden with mesenchymal stem cell-derived exosomes to improve angiogenesis and osteogenesis.
36756852,Breast cancer-related mortality in Central and Eastern Europe: years of life lost and productivity costs.
36756775,"A consensus approach: Understanding the support needs of women in Newport West, Wales, to participate in breast screening."
36756767,"The roles of 68Ga-PSMA PET/CT and 18F-FDG PET/CT imaging in patients with triple-negative breast cancer and the association of tissue PSMA and claudin 1, 4, and 7 levels with PET findings."
36756721,"Isolation, Characterization and Anticancer Activity of Secondary Metabolites from Verbascum speciosum."
36756664,Screening for breast and cervical cancer among OST patients: a qualitative study of barriers and suggested interventions to increase participation.
36756591,Novel albumin-binding photodynamic agent EB-Ppa for targeted fluorescent imaging guided tumour photodynamic therapy.
36756447,"Design, synthesis, anticancer and in silico assessment of 8-caffeinyl-triazolylmethoxy hybrid conjugates."
36756380,ESGO/ESHRE/ESGE Guidelines for the fertility-sparing treatment of patients with endometrial carcinoma.
36756160,"Knowledge, attitudes, and behaviors toward fertility preservation in patients with breast cancer: A cross-sectional survey of physicians."
36756142,"Efficacy and safety results by menopausal status in monarchE: adjuvant abemaciclib combined with endocrine therapy in patients with HR+, HER2-, node-positive, high-risk early breast cancer."
36756105,Indian Data on HER2 Fluorescence In Situ Hybridization in Invasive Breast Cancer with Immunohistochemically Equivocal Results As Per 2018 ASCO/CAP Guidelines.
36756030,Her2 Status Discrepancy Between Core Needle Biopsy and Surgically Resected Mastectomy Specimen: A Clinical Case.
36756000,Breast to Brain: A Case Report and Literature Review of Leptomeningeal Carcinomatosis.
36755962,Correction to 'The DNA repair function of BCL11A suppresses senescence and promotes continued proliferation of triple-negative breast cancer cells'.
36755926,Obesity and endocrine-related cancer: The important role of IGF-1.
36755893,When Breast Cancer Survivorship Discourse Doesn't Work: Reflections From a Patient.
36755866,Integrating multi-type aberrations from DNA and RNA through dynamic mapping gene space for subtype-specific breast cancer driver discovery.
36755862,Reconstructive types effect the prognosis of patients with tumors in the central and nipple portion of breast cancer? An analysis based on SEER database.
36755860,Strategies for five tumour markers in the screening and diagnosis of female breast cancer.
36755853,High-resolution synthesis of high-density breast mammograms: Application to improved fairness in deep learning based mass detection.
36755810,Chromatin Regulator-Related Gene Signature for Predicting Prognosis and Immunotherapy Efficacy in Breast Cancer.
36755689,Assessment of Knowledge and Awareness About Breast Self-Examination Among University Female Students in Saudi Arabia.
36755606,S100A9 promotes glycolytic activity in HER2-positive breast cancer to induce immunosuppression in the tumour microenvironment.
36755605,Deep-learning based breast cancer detection for cross-staining histopathology images.
36755503,"[Peripheral neuropathy, onycholysis and health-related quality of life in womens with breast cancer treated with taxanes. Prospective longitudinal study.]"
36755294,Contralateral lymph node metastasis in recurrent ipsilateral breast cancer with Lynch syndrome: a locoregional event.
36755288,Tamoxifen induces radioresistance through NRF2-mediated metabolic reprogramming in breast cancer.
36755280,Evaluation and comparison of different breast cancer prognosis scores based on gene expression data.
36755259,CD1C is associated with breast cancer prognosis and immune infiltrates.
36755123,The profiles of miR-4510 expression level in breast cancer.
36755067,Cuproptosis: p53-regulated metabolic cell death?
36755057,METTL3 stabilization by PIN1 promotes breast tumorigenesis via enhanced m6A-dependent translation.
36754982,Targeting BAP1 with small compound inhibitor for colon cancer treatment.
36754981,Triphenylphosphonium conjugated gold nanotriangles impact Pi3K/AKT pathway in breast cancer cells: a photodynamic therapy approach.
36754946,The Absence of Cancer in the Location of a Breast Tissue Marker After Neoadjuvant Chemotherapy may Predict Pathological Complete Response with High Accuracy: Results from a Phase II Trial.
36754936,Contrast-enhanced mammography in the assessment of residual disease after neoadjuvant treatment.
36754932,YBX1/lncRNA SBF2-AS1 interaction regulates proliferation and tamoxifen sensitivity via PI3K/AKT/MTOR signaling in breast cancer cells.
36754246,Schwann cell-derived CXCL2 contributes to cancer pain by modulating macrophage infiltration in a mouse breast cancer model.
36754215,"Isopimaric acid, an ion channel regulator, regulates calcium and oxidative phosphorylation pathways to inhibit breast cancer proliferation and metastasis."
36754153,CRISPR/Cas genome editing in triple negative breast cancer: Current situation and future directions.
36754085,Hsa_circ_0001925 promotes malignant progression in triple-negative breast cancer via miR-1299/YY1 axis.
36754037,Impact of Geriatric Assessment on the Tolerability of Combination Chemotherapy in Older Patients with Advanced Cancer: A Matched-Pair Analysis.
36753992,Cancer burden in adolescents and young adults in Europe.
36753991,The impact of endoxifen-guided tamoxifen dose reductions on endocrine side-effects in patients with primary breast cancer.
36753987,"Synthesis, evaluation of anti-breast cancer activity in vitro of ICS II derivatives and summary of the structure-activity relationship."
36753973,"The interplay of arsenic, silymarin, and NF-kB pathway in male reproductive toxicity: A review."
36753971,Low-dose phthalates promote breast cancer stem cell properties via the oncogene DeltaNp63alpha and the Sonic hedgehog pathway.
36753965,"Exploring the cytotoxic effect and CDK-9 inhibition potential of novel sulfaguanidine-based azopyrazolidine-3,5-diones and 3,5-diaminoazopyrazoles."
36753964,Cationic lipid-conjugated bis-arylidene oxindole derivatives as broad-spectrum breast cancer-selective therapeutics.
36753957,Toward model-informed precision dosing for tamoxifen: A population-pharmacokinetic model with a continuous CYP2D6 activity scale.
36753952,"Phytoestrogens, novel dietary supplements for breast cancer."
36753768,Novel framework for determining TPS-calculated doses corresponding to detector locations using 3D camera in in-vivo surface dosimetry.
